Timestamp,North,South,East,West,Total_Vehicles,Current_Green,Light_State,Elapsed_Time,FPS
2026-01-15 08:35:14,0,0,11,9,20,east,green,7.0204386711120605,19.85396512080622
2026-01-15 08:35:15,0,0,9,10,19,east,green,8.068817615509033,19.73188875389734
2026-01-15 08:35:16,0,0,11,10,21,east,yellow,9.11411738395691,19.960397547383643
2026-01-15 08:35:17,0,1,13,9,23,east,yellow,10.1450035572052,19.201312589727813
2026-01-15 08:35:18,0,0,10,10,20,east,yellow,11.176761627197266,19.3626395541653
2026-01-15 08:35:19,0,0,13,8,21,west,green,0.2700490951538086,20.393750481883608
2026-01-15 08:35:21,0,0,10,5,15,west,green,1.3078229427337646,20.18358642526824
2026-01-15 08:35:22,0,0,12,6,18,west,green,2.3318252563476562,19.271884340316625
2026-01-15 08:35:23,0,0,13,9,22,west,green,3.3618602752685547,20.548097104732552
2026-01-15 08:35:24,0,1,12,11,24,west,green,4.392843008041382,20.34804147489391
2026-01-15 08:35:25,0,0,0,0,0,west,yellow,5.408357381820679,19.436772969551264
2026-01-15 08:35:39,0,7,3,4,14,north,green,0.219940185546875,0
2026-01-15 08:35:40,0,9,5,3,17,north,green,1.2297422885894775,11.78400092714317
2026-01-15 08:35:41,0,7,3,3,13,north,green,2.25726580619812,15.263476028363117
2026-01-15 08:35:42,0,6,3,3,12,north,green,3.3269550800323486,15.256102487461982
2026-01-15 08:35:43,0,6,4,2,12,north,green,4.3665244579315186,15.530763512756687
2026-01-15 08:35:44,0,10,3,2,15,north,yellow,5.413865566253662,14.535554425017363
2026-01-15 08:35:45,0,8,5,5,18,north,yellow,6.450302600860596,14.95214519569706
2026-01-15 08:35:46,0,8,4,2,14,north,yellow,7.496025562286377,14.639017658387647
2026-01-15 08:35:47,0,8,3,4,15,south,green,0.45953893661499023,15.4626367433122
2026-01-15 08:35:48,0,10,4,3,17,south,green,1.5073745250701904,14.298282694127561
2026-01-15 08:35:49,0,8,6,6,20,south,green,2.539480686187744,12.95362481350907
2026-01-15 08:35:50,0,8,4,4,16,south,green,3.5684404373168945,12.785979916571911
2026-01-15 08:35:51,0,9,6,3,18,south,green,4.590816497802734,14.693542386431073
2026-01-15 08:43:58,0,7,3,4,14,north,green,0.25499749183654785,0
2026-01-15 08:43:59,0,8,5,2,15,north,green,1.279991865158081,10.506505572821972
2026-01-15 08:44:00,0,6,3,2,11,north,green,2.3179900646209717,14.749231998379601
2026-01-15 08:44:01,0,7,4,3,14,north,green,3.3289904594421387,14.563113942609611
2026-01-15 08:44:02,0,6,3,4,13,north,green,4.348992586135864,14.150979171835226
2026-01-15 08:44:03,0,9,2,2,13,north,yellow,5.425992727279663,14.450759350624294
2026-01-15 08:44:04,0,8,4,2,14,north,yellow,6.443991661071777,13.207645916072885
2026-01-15 08:44:05,0,8,2,1,11,north,yellow,7.487990140914917,14.82202141604479
2026-01-15 08:44:06,0,9,6,4,19,south,green,0.4610140323638916,14.124382089040243
2026-01-15 08:44:07,0,9,5,2,16,south,green,1.470001220703125,14.340327772746782
2026-01-15 08:44:08,0,10,5,2,17,south,green,2.5139999389648438,13.182685587808942
2026-01-15 08:44:09,0,9,5,8,22,south,green,3.562999725341797,11.527381386717126
2026-01-15 08:44:10,0,7,6,3,16,south,green,4.641000032424927,10.837452577543102
2026-01-15 08:44:11,0,8,4,2,14,south,green,5.664000511169434,12.935275880123104
2026-01-15 08:44:22,0,0,0,0,0,north,green,0.17898249626159668,0
2026-01-15 08:44:23,0,0,8,13,21,north,green,1.1999831199645996,18.3930089197989
2026-01-15 08:44:24,0,0,7,8,15,north,green,2.199983835220337,19.627167009282687
2026-01-15 08:44:25,0,0,9,9,18,north,green,3.2059831619262695,18.962078591531334
2026-01-15 08:44:26,0,0,10,7,17,north,green,4.224982738494873,19.782390609280824
2026-01-15 08:44:27,0,0,11,7,18,north,yellow,5.259987115859985,20.0
2026-01-15 08:44:28,0,0,7,7,14,north,yellow,6.281989574432373,18.60915618266036
2026-01-15 08:44:29,0,0,11,7,18,north,yellow,7.32998514175415,18.591048734336823
2026-01-15 08:44:30,0,0,11,9,20,east,green,0.2870004177093506,19.120458821282256
2026-01-15 08:44:31,0,0,7,12,19,east,green,1.3110027313232422,18.572829318360426
2026-01-15 08:44:32,0,0,8,12,20,east,green,2.3390004634857178,14.59140419620317
2026-01-15 08:44:33,0,0,9,11,20,east,green,3.3550024032592773,16.617779161624842
2026-01-15 08:44:34,0,0,7,9,16,east,green,4.391009569168091,17.224906634457675
2026-01-15 08:44:35,0,0,4,6,10,east,green,5.405002593994141,18.060839809201646
2026-01-15 08:44:36,0,0,5,8,13,east,yellow,6.446656942367554,17.447780741303607
2026-01-15 08:44:38,0,0,3,5,8,east,yellow,7.489665746688843,18.814579030756065
2026-01-15 08:44:39,0,0,4,4,8,west,green,0.0030002593994140625,18.37533641634278
2026-01-15 08:44:40,0,0,3,5,8,west,green,1.012998104095459,19.379776585021684
2026-01-15 08:52:44,0,7,3,4,14,north,green,0.21099495887756348,0
2026-01-15 08:52:45,0,9,5,3,17,north,green,1.2129945755004883,12.264979208945709
2026-01-15 08:52:46,0,6,3,2,11,north,green,2.2359938621520996,14.450862245787423
2026-01-15 08:52:47,0,7,4,3,14,north,green,3.2859952449798584,13.605447901579657
2026-01-15 08:52:48,0,7,4,4,15,north,green,4.373996734619141,12.720120020781081
2026-01-15 08:52:50,0,9,2,2,13,north,yellow,5.407994270324707,13.631969987510272
2026-01-15 08:52:51,0,8,6,2,16,north,yellow,6.45699667930603,13.712022626606812
2026-01-15 08:52:52,0,8,2,2,12,north,yellow,7.468992233276367,14.549006549006549
2026-01-15 08:52:53,0,10,4,4,18,south,green,0.46099352836608887,12.935331116157839
2026-01-15 08:52:54,0,9,4,2,15,south,green,1.4809956550598145,15.267129003167682
2026-01-15 08:52:55,0,10,5,3,18,south,green,2.516995668411255,12.935334184840267
2026-01-15 08:52:56,0,9,4,6,19,south,green,3.5589966773986816,14.634148383835823
2026-01-15 08:52:57,0,7,6,5,18,south,green,4.564993381500244,12.909642132737453
2026-01-15 08:52:58,0,9,5,2,16,south,green,5.625998258590698,14.79289682049835
2026-01-15 08:53:20,0,7,3,4,14,north,green,0.22099995613098145,0
2026-01-15 08:53:21,0,8,5,2,15,north,green,1.2769994735717773,10.59728680977579
2026-01-15 08:53:22,0,6,3,2,11,north,green,2.296010971069336,14.111048210487219
2026-01-15 08:53:23,0,7,3,2,12,north,green,3.3379998207092285,13.83393554196303
2026-01-15 08:53:24,0,7,4,4,15,north,green,4.391998767852783,13.820364755305059
2026-01-15 08:53:25,0,9,2,5,16,north,yellow,5.467000246047974,14.52083673286159
2026-01-15 08:53:26,0,8,4,2,14,north,yellow,6.508998394012451,13.579028816923023
2026-01-15 08:53:27,0,8,2,1,11,north,yellow,7.579999208450317,14.807474420064969
2026-01-15 08:53:28,0,9,6,4,19,south,green,0.525984525680542,13.631973152187363
2026-01-15 08:53:29,0,9,5,2,16,south,green,1.5919926166534424,14.985001793496824
2026-01-15 08:53:30,0,10,4,4,18,south,green,2.6169862747192383,13.645252404698018
2026-01-15 08:53:31,0,7,4,2,13,south,green,3.6779839992523193,15.165875817600533
2026-01-15 08:53:32,0,8,5,3,16,south,green,4.735983848571777,13.270141340400466
2026-01-15 08:53:41,0,7,3,4,14,north,green,0.24098896980285645,0
2026-01-15 08:53:42,0,9,5,3,17,north,green,1.2909891605377197,11.439554287919584
2026-01-15 08:53:43,0,6,3,2,11,north,green,2.3229875564575195,14.13758552214829
2026-01-15 08:53:44,0,7,5,3,15,north,green,3.3859896659851074,14.36778451392519
2026-01-15 08:53:45,0,6,3,4,13,north,green,4.404987812042236,14.285766835308696
2026-01-15 08:53:46,0,9,2,2,13,north,yellow,5.447988271713257,13.861363364897384
2026-01-15 08:53:47,0,8,5,3,16,north,yellow,6.4999871253967285,13.752476641150219
2026-01-15 08:53:48,0,8,2,1,11,north,yellow,7.515989303588867,14.285679252866125
2026-01-15 08:53:49,0,9,5,3,17,south,green,0.42499685287475586,13.371541648686591
2026-01-15 08:53:50,0,9,5,3,17,south,green,1.4449968338012695,14.00563212224154
2026-01-15 08:53:52,0,10,5,2,17,south,green,2.4869954586029053,13.219994884928912
2026-01-15 08:53:53,0,9,4,6,19,south,green,3.4859988689422607,14.124137931034483
2026-01-15 08:53:54,0,7,7,7,21,south,green,4.5439958572387695,13.17040323642408
2026-01-15 08:53:55,0,9,5,2,16,south,green,5.586995601654053,14.464846372439924
2026-01-15 08:54:27,0,7,3,4,14,north,green,0.20711183547973633,0
2026-01-15 08:54:28,0,8,5,3,16,north,green,1.2661106586456299,12.27432231841411
2026-01-15 08:54:29,0,6,3,2,11,north,green,2.3311123847961426,12.922584111459578
2026-01-15 08:54:30,0,7,5,3,15,north,green,3.4071128368377686,14.492729051911123
2026-01-15 08:54:31,0,6,3,10,19,north,green,4.446112155914307,13.752495966428318
2026-01-15 08:54:32,0,9,2,11,22,north,yellow,5.463111400604248,13.487437352137263
2026-01-15 08:54:33,0,8,4,8,20,north,yellow,6.504112005233765,13.461551299474195
2026-01-15 08:54:34,0,8,2,6,16,north,yellow,7.578110694885254,14.883713668075812
2026-01-15 08:54:35,5,10,6,3,24,south,green,0.5409994125366211,13.409947525130981
2026-01-15 08:54:36,5,9,5,6,25,south,green,1.611999273300171,14.82216458595773
2026-01-15 08:54:38,3,9,4,6,22,south,green,2.65299916267395,13.40996896217752
2026-01-15 08:54:39,4,7,4,6,21,south,green,3.725999116897583,14.778334009831777
2026-01-15 08:54:40,7,9,5,5,26,south,green,4.747002124786377,13.371541648686591
2026-01-15 08:54:41,6,10,6,2,24,south,green,5.794999122619629,13.257536917518703
2026-01-15 08:54:54,0,7,3,4,14,north,green,0.20999789237976074,0
2026-01-15 08:54:55,0,9,5,3,17,north,green,1.2530007362365723,11.834353629851032
2026-01-15 08:54:56,0,6,3,2,11,north,green,2.2940025329589844,13.766001500375094
2026-01-15 08:54:57,0,7,4,3,14,north,green,3.3369975090026855,13.914665117903366
2026-01-15 08:54:58,0,6,3,4,13,north,green,4.379999399185181,13.847650567192295
2026-01-15 08:54:59,0,9,2,5,16,north,yellow,5.448997497558594,14.634148383835823
2026-01-15 08:55:00,0,8,6,2,16,north,yellow,6.462998390197754,12.264170914910295
2026-01-15 08:55:02,6,8,3,2,19,north,yellow,7.507997274398804,14.92537851631946
2026-01-15 08:55:03,5,9,5,3,22,south,green,0.53999924659729,13.513469800679491
2026-01-15 08:55:04,5,9,5,2,21,south,green,1.5710034370422363,15.10863701397308
2026-01-15 08:55:05,4,10,6,3,23,south,green,2.629997730255127,13.461542041345002
2026-01-15 08:55:06,3,6,5,3,17,south,green,3.6789984703063965,15.0
2026-01-15 08:55:07,5,7,5,4,21,south,green,4.703000545501709,13.320615286337537
2026-01-15 08:55:08,7,8,7,3,25,south,green,5.769000291824341,14.422991484380695
2026-01-15 08:55:22,0,7,3,4,14,north,green,0.23000097274780273,0
